Date of Sale (dd/mm/yyyy),Address,Postal Code,County,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
"05/01/2016","1 GRIANAN PARK, BUNCRANA, DONEGAL","","Donegal","€150,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/01/2016","1 TIR NA GREINE, ENNISKEANE, CORK","","Cork","€130,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/01/2016","1 VILLAREA PARK, ADELAIDE RD, GLENAGEARY","","Dublin","€600,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/01/2016","10 Ard Dara Drive, Station Road, Blarney","","Cork","€340,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/01/2016","10 CARNLOUGH ROAD, CABRA WEST, DUBLIN 7","","Dublin","€107,500.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"05/01/2016","103 HUNTERS GREEN, PALATINE RD, POLLERTON","","Carlow","€230,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/01/2016","11 THE GREEN, HACKETSTOWN, COUNTY CARLOW","","Carlow","€50,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/01/2016","111 CHARLESLAND GROVE, GREYSTONES, WICKLOW","","Wicklow","€250,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/01/2016","125 COOPERS GRANGE, OLD QUARTER, CORK","","Cork","€297,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/01/2016","15 Cluain Aoibhinn, Walsheslough, Rosslare","","Wexford","€166,522.00","No","Yes","New Dwelling house /Apartment","greater than 125 sq metres"
"05/01/2016","16 Brownstown Manor, Brownstown Lower, Curragh","","Kildare","€202,643.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"05/01/2016","167 The Crescent, Park West Point, Gallanstown","","Dublin","€130,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/01/2016","178 Meadowgate, Knockmullen, Gorey","","Wexford","€210,000.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"05/01/2016","18 HOLLYGROVE, BLOOMFIELD, MIDLETON","","Cork","€115,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/01/2016","18 LOWER TINNAHASK, ARKLOW, TINNAHASK","","Wicklow","€135,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/01/2016","19 CASTLEPARK DR, ST JOSEPHS RD, MALLOW","","Cork","€172,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/01/2016","19 WOODSTREAM COOLANGY, SLIGO","","Sligo","€131,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/01/2016","2 Rahilly Street, Cobh","","Cork","€82,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/01/2016","2 STEEPLE VIEW, DUNLEER, COUNTY LOUTH","","Louth","€79,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/01/2016","2 TAYLEURS POINT, RUSH, DUBLIN","","Dublin","€414,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/01/2016","2 THE STAGS, CAHERAGH, DRIMOLEAGUE","","Cork","€153,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/01/2016","20 knocknarea villas, Sligo","","Sligo","€93,750.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"05/01/2016","20 knocknarea villas, Sligo","","Sligo","€6,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"05/01/2016","21 AMBER, THE GRANGE, STILLORGAN","","Dublin","€280,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/01/2016","22 INBHEAR SCEINE, KILLOWEN, KENMARE","","Kerry","€117,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/01/2016","23 TULLACMONGAN, CAVAN, CAVAN","","Cavan","€65,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/01/2016","23A ST. PETERS ROAD, PHIBSBOROUGH, DUBLIN 7","","Dublin","€360,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/01/2016","24 VILLAGE COURT, UPPER PATRICK ST, KILKENNY","","Kilkenny","€52,864.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/01/2016","27 UPPER CLANBRASSIL ST, DUBLIN 8, DUBLIN","Dublin 8","Dublin","€341,200.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/01/2016","28 PROSPERITY SQ, BARRACK ST, CORK","","Cork","€75,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/01/2016","29 GREENVIEW, SEABROOK MANOR, STATION RD","Dublin 13","Dublin","€94,042.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/01/2016","3 Castleview Walk, Artane","Dublin 5","Dublin","€348,017.62","No","Yes","New Dwelling house /Apartment","greater than 125 sq metres"
"05/01/2016","3 CLARENDON HALL, AUNGIER ST, DUBLIN 2","Dublin 2","Dublin","€170,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/01/2016","3 HOTEL ST, GRAIGUENAMANAGH, KILKENNY","","Carlow","€69,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/01/2016","3 PARK VIEW, MILLSTREET TOWN, CORK","","Cork","€77,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/01/2016","30 THE RICHMOND, BRUNSWICK ST NORTH, DUBLIN","Dublin 7","Dublin","€190,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/01/2016","304 PEARSE AVENUE, SALLYNOGGIN, CO DUBLIN","","Dublin","€150,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/01/2016","35 POLEBERRY, WATERFORD, WATERFORD","","Waterford","€62,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/01/2016","36 The Alders, Monkstown Valley, Monkstown","","Dublin","€230,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/01/2016","38 STANFORD GREEN, WALKINSTOWN, DUBLIN 12","Dublin 12","Dublin","€230,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/01/2016","39 THE BEECHES, DRUMGOLA WOOD, LATT","","Cavan","€88,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/01/2016","4 THE CAIRNS, CROSSAKIEL, KELLS","","Meath","€120,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/01/2016","40 Cois Mara, Davitts Quay, Dungarvan","","Waterford","€120,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/01/2016","40 WEAVERS HALL, LEVMOSS PARK, THE GALLOPS","Dublin 18","Dublin","€210,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/01/2016","408 BALLYFARSOON, MONASTEREVIN, CO KILDARE","","Kildare","€90,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/01/2016","41 ST KILLIANS PLACE, WATERFORD, WATERFORD","","Waterford","€78,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/01/2016","42 OAK WAY, CLONDALKIN, DUBLIN 22","Dublin 22","Dublin","€267,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/01/2016","43 GRIFFITH HALL, GLANDORE RD, MARINO DUBLIN 9","Dublin 9","Dublin","€250,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/01/2016","45 CASTLE GLEN, DONACARNEY, MEATH","","Meath","€125,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/01/2016","5 PARK VIEW, MILLSTREET, CORK","","Cork","€106,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/01/2016","5 WILLOW GROVE, GREENPARK, CLONDALKIN DUBLIN 22","Dublin 22","Dublin","€265,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/01/2016","51 CONEY MEADOWS, ATHY, KILDARE","","Kildare","€83,837.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"05/01/2016","6 RADHARC NA COILLE, DRUMKEEN, DONEGAL","","Donegal","€99,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/01/2016","7 ROSEMOUNT LANE, LETTERKENNY, CO DONEGAL","","Donegal","€87,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/01/2016","75 HYDE SQ, SOUTH CIRCULAR RD, DUBLIN 8","Dublin 8","Dublin","€265,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/01/2016","8 ARD CARRAIG, DUBLIN RD, THURLES","","Tipperary","€172,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/01/2016","8 DUBLIN ROAD, LIMERICK","","Limerick","€70,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/01/2016","8 RICHMOND ROAD, FAIRVIEW, DUBLIN 3","","Dublin","€150,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/01/2016","9 ROCHFORD WALK, BANKRS WALK, KILCOCK","","Kildare","€205,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/01/2016","9 THE CRESCENT, ASHFIELD, BAGENALSTOWN","","Carlow","€129,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/01/2016","APT 6, BLOCK 1, KILMAINHAM SQ DUBLIN 8","Dublin 8","Dublin","€360,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/01/2016","APT YV25B YEATS VILLAGE, BALLINODE, SLIGO","","Sligo","€53,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/01/2016","ARDAGH SOUTH, BALTIMORE, CO CORK","","Cork","€58,750.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/01/2016","AVOCA 1A PEARSE PARK, GRANGE ROAD, DOUGLAS","","Cork","€210,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/01/2016","CLOONMEEN EAST, CLOONTIA, BALLYMOTE","","Sligo","€123,348.00","No","Yes","New Dwelling house /Apartment","less than 38 sq metres"
"05/01/2016","FREEMOUNT, CHARLEVILLE, CORK","","Cork","€32,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/01/2016","GRANGE, INCH ISLAND, CO DONEGAL","","Donegal","€430,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/01/2016","HOUSE 1 COOLOOK, BALLYCANEW GOREY, CO WEXFORD","","Wexford","€250,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/01/2016","KILMAINHAM, KELLS, MEATH","","Meath","€185,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/01/2016","LOUGHANMORE, JENKINSTOWN, DUNDALK","","Louth","€350,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/01/2016","NO 2 MEECUING, GWEEDORE, LETTERKENNY","","Donegal","€45,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/01/2016","OLD COASTGUARD STATION, DROMARD, COASTGUARD STATION","","Sligo","€1,276,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/01/2016","THE LINNS, ANNAGASSAN, CO LOUTH","","Louth","€110,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/01/2016","THOMAS ST, KILTIMAGH, MAYO","","Mayo","€25,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"05/01/2016","WOODEEN, LISCARNEY, WESTPORT","","Mayo","€95,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/01/2016","1 AUBURN VILLAS, RATHGAR RD, DUBLIN 6","Dublin 6","Dublin","€940,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/01/2016","1 CHESTNUT PARK, WESTMINSTER PARK, FOXROCK","Dublin 18","Dublin","€550,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/01/2016","1 Derrynane Holiday Homes, Caherdaniel, Co. Kerry","","Kerry","€121,250.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/01/2016","10 ABBEY COURT, MARY STREET, GALWAY","","Galway","€130,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/01/2016","104 The Kilns, Portmarnock","Dublin 13","Dublin","€266,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/01/2016","105 Brooklands, Clane, Co. Kildare","","Kildare","€213,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/01/2016","11 CORBALLY RISE, WESTBROOK GLEN, TALLAGHT DUBLIN 24","Dublin 24","Dublin","€195,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/01/2016","13 GLEN ABHAINN GROVE, ENFIELD, CO MEATH","","Meath","€161,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/01/2016","14 Clonroosk Abbey, Portlaoise","","Laois","€125,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"06/01/2016","14 NORFOLK RD, PHIBSBOROUGH, DUBLIN 7","Dublin 7","Dublin","€320,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/01/2016","144 GLEANN NA RI, MURROUGH, RENMORE","","Galway","€115,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/01/2016","15 Ard na Deirge, Killaloe","","Clare","€180,000.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"06/01/2016","15 THE MOORINGS, GREENHILLS, DROGHEDA","","Louth","€253,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/01/2016","16 LAKEVIEW, KESHKERRIGAN, LEITRIM","","Leitrim","€64,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/01/2016","175 Old Distillery, Beresford Street, Dublin 7","Dublin 7","Dublin","€232,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/01/2016","18 ROSEHILL, OCALLAGHAN STRAND, LIMERICK","","Limerick","€244,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/01/2016","19 THE MILLS, EDENMORE PARK, RAHENY DUBLIN 5","Dublin 5","Dublin","€132,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/01/2016","2 BRAMBLES, CASTLEPARK, MALLOW","","Cork","€185,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/01/2016","2 Derrynane Holiday Homes, Caherdaniel, Co. Kerry","","Kerry","€121,250.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/01/2016","2 GALLAGHERS TCE, YOUGHAL, CORK","","Cork","€140,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/01/2016","2 KNIGHTS HAVEN, KNIGHTSTOWN, VALENTIA","","Kerry","€130,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/01/2016","2 POLLNAROOMA WEST, SALTHILL, GALWAY","","Galway","€295,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/01/2016","2 ST PHILOMENAS CRESCENT, TOWER BLARNEY, CORK","","Cork","€75,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/01/2016","21 CARLINN COURT, MULLAHARLIN ROAD, DUNDALK","","Louth","€189,427.30","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"06/01/2016","21 CARRICKHILL WALK, PORTMARNOCK, DUBLIN","Dublin 13","Dublin","€512,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/01/2016","21 ELTINS WOOD, KINSALE, CORK","","Cork","€230,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/01/2016","23 A SUNLIGHT VILLAS, KILKENNY ST, CASTLECOMER","","Kilkenny","€75,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/01/2016","23 Alexandra Manor, Clane","","Kildare","€574,889.86","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"06/01/2016","25 AILESBURY RD, BALLSBRIDGE, DUBLIN 4","Dublin 4","Dublin","€3,525,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/01/2016","27 BRIDGEFIELD, LEWIS RD, KILLARNEY","","Kerry","€235,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/01/2016","27 CLUAIN ARD, ARDNACASSAGH, LONGFORD","","Longford","€96,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/01/2016","27 SEACLIFF HOLIDAY HOMES, DUNMORE EAST, WATERFORD","","Waterford","€143,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/01/2016","2A ALEXANDER ST, FRONT APT, WATERFORD","","Waterford","€46,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/01/2016","2A KEVIN BARRY ST, WEXFORD, WEXFORD","","Wexford","€50,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/01/2016","3 Carrig Mill, Killincarrig  Greystones","","Wicklow","€365,638.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"06/01/2016","3 Derrynane Holiday Homes, Caherdaniel, Co. Kerry","","Kerry","€121,250.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/01/2016","33 DUN NA CARRAIGE, BLACKROCK, SALTHILL","","Galway","€680,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/01/2016","33 Lindville, Blackrock Road","","Cork","€735,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/01/2016","36 DELANEY PARK, DUBLIN HILL, CORK","","Cork","€89,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/01/2016","4 Derrynane Holiday Homes, Caherdaniel","","Kerry","€121,250.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/01/2016","42 GORT NA GLAISE, ROCK RD, BLACKROCK","","Louth","€149,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/01/2016","42 KILLEEN HEIGHTS, OAKPARK, TRALEE","","Kerry","€95,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/01/2016","46 SOUTH LOTTS RD, RINGSEND, DUBLIN 4","Dublin 4","Dublin","€460,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/01/2016","47 Willow Park, Athlone","","Westmeath","€52,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/01/2016","48 MOUNT PROSPECT DR, CLONTARF, DUBLIN 3","Dublin 3","Dublin","€470,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/01/2016","5 Derrynane Holiday Homes, Caherdaniel, Co. Kerry","","Kerry","€121,250.00","No","No","Second-Hand Dwelling house /Apartment",""
