Date of Sale (dd/mm/yyyy),Address,Postal Code,County,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
"01/03/2016","The Forge, Luddenmore Cross, Grange","","Limerick","€40,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/03/2016","THE HAVEN BALLINCLAMPER, BALLINACOURTY, DUNGARVAN","","Waterford","€255,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/03/2016","THE WILLOWS, KNOCKBRACK, BURNFORT","","Cork","€315,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/03/2016","TINLOUGH, NINE MILE HOUSE, COUNTY TIPPERARY","","Tipperary","€48,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/03/2016","Two Mile Borris, Thurles","","Tipperary","€93,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"02/03/2016","1 - 20 Mill Lane Court, Mill Lane, Navan","","Meath","€2,120,000.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"02/03/2016","1 Crimson Mews, Rosscarbery","","Cork","€164,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/03/2016","1 Greenacres Lodge, Firhouse Road, Templeogue","Dublin 16","Dublin","€498,000.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"02/03/2016","1 ST FRANCIS ROW, CASHEL, TIPPERARY","","Tipperary","€50,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/03/2016","10 BISHOPSMEADE, LOWER CLANBRASSIL ST, DUBLIN 8","Dublin 8","Dublin","€201,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/03/2016","10 EATON CLOSE, RATHCOOLE, CO DUBLIN","","Dublin","€146,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/03/2016","10 MABEL ST, OFF CLONLIFFE RD, DRUMCONDRA DUBLIN 9","Dublin 3","Dublin","€267,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/03/2016","100 SAUNDERS LANE, RATHNEW, WICKLOW","","Wicklow","€195,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/03/2016","101 MARITANA GATE, CANADA ST, WATERFORD","","Waterford","€63,636.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/03/2016","106 MARITANA GATE, CANADA ST, WATERFORD","","Waterford","€63,636.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/03/2016","11 EDGEWOOD, MARYBOROUGH RIDGE, DOUGLAS","","Cork","€400,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/03/2016","11 QUIGNALECKA, SLIGO RD, BALLINA","","Mayo","€155,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/03/2016","11 ST JOSEPHS AVE, CARRICK RD, BOYLE","","Roscommon","€98,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/03/2016","111 MARITANA GATE, CANADA ST, WATERFORD","","Waterford","€63,636.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/03/2016","112 MARITANA GATE, CANADA ST, WATERFORD","","Waterford","€63,636.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/03/2016","115 CASTLETOWN ROAD, DUNDALK, CO LOUTH","","Louth","€53,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/03/2016","115 ROCKFORD MANOR, STRADBROOK RD, DUBLIN","","Dublin","€360,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/03/2016","118 Ard Ban, Muff","","Donegal","€151,375.00","No","Yes","New Dwelling house /Apartment","greater than 125 sq metres"
"02/03/2016","119 JOLLY MARINER, COOSAN RD, ATHLONE","","Westmeath","€119,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/03/2016","12 THE BRAMBLES, BALLYBUNION, KERRY","","Kerry","€66,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/03/2016","120 Rathgael, Clondalkin","Dublin 22","Dublin","€132,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/03/2016","121 KILTIPPER GATE, KILTIPPER WAY, TALLAGHT DUBLIN 24","Dublin 24","Dublin","€150,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/03/2016","128 ARDBEG PARK, ARTANE, DUBLIN 5","Dublin 5","Dublin","€310,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/03/2016","13 THE QUAYS, MARKET SQ, LONGFORD","","Longford","€39,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/03/2016","133 MEADOW HILL, KILTOY, LETTERKENNY","","Donegal","€150,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/03/2016","14 RIVERSIDE APTS, NEWBRIDGE ST, BIRR","","Offaly","€32,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/03/2016","15 drommin, stradbally","","Laois","€105,726.87","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"02/03/2016","15 GLEANN CRYLE KILLARNEY RD, LIMERICK","","Limerick","€97,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/03/2016","15 ROCKLANDS, TUBBERCURRY, SLIGO","","Sligo","€99,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/03/2016","15 The Copse, Millers Glen, Swords","","Dublin","€262,567.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"02/03/2016","15 WESTBROOK PARK, HILLCREST, LUCAN","","Dublin","€255,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/03/2016","150 ST. BRIGID'S  PLACE, PORTLAOISE, CO LAOIS","","Laois","€58,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/03/2016","16 Dun Ri, Bunratty","","Clare","€79,295.00","No","Yes","New Dwelling house /Apartment","greater than 125 sq metres"
"02/03/2016","17 Bracken Park Drive, Carpenterstown Road, Castleknock","Dublin 15","Dublin","€546,256.00","No","Yes","New Dwelling house /Apartment","greater than 125 sq metres"
"02/03/2016","2 CASTLE COURT, ST JOSEPHS RD, MALLOW","","Cork","€262,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/03/2016","2 CORNMILL, ARDEE, LOUTH","","Louth","€110,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/03/2016","2 DARLEY DRIVE, AIKENS VILLAGE, STEPASIDE","","Dublin","€361,234.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"02/03/2016","2 Leinster Terrace, Athlone","","Westmeath","€61,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/03/2016","2 LIMEKILN, CARRICKHILL RD UPPER, PORTMARNOCK","Dublin 13","Dublin","€706,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/03/2016","2 MANNA SOUTH, TEMPLEMORE, COUNTY TIPPERARY","","Tipperary","€73,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/03/2016","2 Westgate Road, Bishopstown","","Cork","€300,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/03/2016","209 BALLINTEER AVE, DUBLIN 16, DUBLIN","Dublin 16","Dublin","€475,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/03/2016","209 MARITANA GATE, CANADA ST, WATERFORD","","Waterford","€63,636.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/03/2016","210 MARITANA GATE, CANADA ST, WATERFORD","","Waterford","€63,636.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/03/2016","210 RATOATH RD, CABRA, DUBLIN 7","Dublin 7","Dublin","€285,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/03/2016","212 MARITANA GATE, CANADA ST, WATERFORD","","Waterford","€63,636.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/03/2016","213 MARITANA GATE, CANADA ST, WATERFORD","","Waterford","€63,636.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/03/2016","214 MARITANA GATE, CANADA ST, WATERFORD","","Waterford","€63,636.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/03/2016","215 MARITANA GATE, CANADA ST, WATERFORD","","Waterford","€63,636.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/03/2016","22 LEIX RD, CABRA, DUBLIN 7","Dublin 7","Dublin","€240,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/03/2016","220 Beechpark, Leixlip","","Kildare","€251,101.32","No","Yes","New Dwelling house /Apartment","greater than 125 sq metres"
"02/03/2016","23 MAGREGAL CUIRT, BIRR, OFFALY","","Offaly","€43,755.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/03/2016","23 THORNHILL, CELBRIDGE, KILDARE","","Kildare","€150,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/03/2016","24 BALLYCASEY COURT, SHANNON, CLARE","","Clare","€115,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/03/2016","24 Drom Slí, Courtbrack, Blarney","","Cork","€281,938.32","No","Yes","New Dwelling house /Apartment","greater than 125 sq metres"
"02/03/2016","24 SIRIUS WHARF, LYNCHS QUAY, COBH","","Cork","€151,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/03/2016","24 WILLOWFIELDS, LADYSBRIDGE, CASTLEMARTYR","","Cork","€260,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/03/2016","25 CASTLELAND PARK WAY, BALBRIGGAN","","Dublin","€213,656.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"02/03/2016","25 Grange Hill, Harolds Grange Road","Dublin 16","Dublin","€605,000.00","No","Yes","New Dwelling house /Apartment","greater than 125 sq metres"
"02/03/2016","29 Dorrins Strand, Strandhill, County Sligo","","Sligo","€149,780.00","No","Yes","New Dwelling house /Apartment","greater than 125 sq metres"
"02/03/2016","29 DUNDRUM GATE, BALLINTEER RD, DUNDRUM","Dublin 16","Dublin","€236,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/03/2016","3 COWPER MEWS, RATHMINES, DUBLIN","Dublin 6","Dublin","€407,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/03/2016","3 Mullaw Crescent, Tullow","","Carlow","€96,916.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"02/03/2016","318 ASHBROOK, AVENUE ROAD, DUNDALK","","Louth","€85,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/03/2016","32 AUGHRIM STREET, STONEYBATTER, DUBLIN 7","","Dublin","€426,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/03/2016","32 The Strand, O'Callaghan Strand, Limerick","","Limerick","€225,000.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"02/03/2016","33 SHERLOCK WALK, GRACEDIEU, WATERFORD","","Waterford","€35,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/03/2016","347 HAROLD CROSS RD, HAROLD CROSS, DUBLIN 6","","Dublin","€450,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/03/2016","34a crotanstown grange, green road, newbridge","","Kildare","€237,885.00","No","Yes","New Dwelling house /Apartment","less than 38 sq metres"
"02/03/2016","35 THE GREEN, LARCH HILL, OSCAR TRAYNOR RD DUBLIN 9","Dublin 9","Dublin","€155,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/03/2016","36 DUNARD, CRAUGHWELL, GALWAY","","Galway","€165,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/03/2016","37 HARBOUR VIEW, DUN LAOGHAIRE, DUBLIN","Dublin 13","Dublin","€425,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/03/2016","37 OLD RECTORY, LUCAN, DUBLIN","","Dublin","€148,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/03/2016","37 PEBBLE GROVE, TRAMORE, CO WATERFORD","","Waterford","€67,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/03/2016","39 BALLYCASEY CRESCENT, BALLYCASEY, CLARE","","Clare","€85,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/03/2016","39 THE HIBERNIAN, THE GASWORKS, BARROW ST DUBLIN 4","Dublin 4","Dublin","€292,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/03/2016","4 JAMESON HOUSE, HARPURS LANE, DROGHEDA","","Louth","€51,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/03/2016","4 Parkside Walk, Parkside, Malahide Road  Co. Dublin","","Dublin","€283,700.43","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"02/03/2016","40 BAY VIEW GROVE, YOUGHAL, CORK","","Cork","€140,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/03/2016","40 THE STRAND, OCALLAGHAN STRAND, LIMERICK","","Limerick","€230,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/03/2016","42 THE PARK, LARCH HILL SANTRY, DUBLIN 9","Dublin 17","Dublin","€180,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/03/2016","46 OFFINGTON PARK, SUTTON, DUBLIN 13","Dublin 13","Dublin","€900,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/03/2016","49 MILLBANK, SALLINS, COUNTY KILDARE","","Kildare","€102,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/03/2016","5 Atkinson Drive, Atkins Village, Stepaside","","Dublin","€436,123.00","No","Yes","New Dwelling house /Apartment","greater than 125 sq metres"
"02/03/2016","58 AN GLEANN RUA, KILLYLASTIN, LETTERKENNY","","Donegal","€54,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/03/2016","6 GLENDARA, DROMOD, LEITRIM","","Leitrim","€67,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/03/2016","61 ATLANTIC WAY, BUNDORAN, DONEGAL","","Donegal","€55,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/03/2016","61 BALLINTYRE MEADOWS, BALLINTYRE HALL, BALLINTEER AVE DUBLIN 16","Dublin 16","Dublin","€335,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/03/2016","62 BROADFORD LAWN, BALLINTEER, DUBLIN","Dublin 16","Dublin","€385,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/03/2016","62 SILCHESTER PARK, GLENAGEARY, DUBLIN","","Dublin","€675,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/03/2016","68 Connaught Street, Athlone","","Westmeath","€24,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/03/2016","7 GEORGES HILL, BALBRIGGAN, CO DUBLIN","","Dublin","€118,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/03/2016","71 Millbourne Drive, Slane Road, Ashbourne","","Meath","€257,000.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"02/03/2016","74 WOODLANDS, NAVAN, MEATH","","Meath","€170,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/03/2016","75 GLENDALE EST, LEIXLIP, KILDARE","","Kildare","€220,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"02/03/2016","76 LANNDALE LAWNS, TALLAGHT, DUBLIN 24","","Dublin","€175,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/03/2016","8 Friar's Hill, Thomastown","","Kilkenny","€225,000.00","No","Yes","New Dwelling house /Apartment","less than 38 sq metres"
"02/03/2016","8 NEWBOROUGH, HOLLYFORT RD, GOREY","","Wexford","€150,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/03/2016","90 Ashmount Mews, Silversprings, Cork","","Cork","€130,000.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"02/03/2016","Alpha Villa, Newcourt Road, Bray","","Wicklow","€500,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/03/2016","Apartment 51, 52 Mountjoy Square, Dublin","Dublin 1","Dublin","€182,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/03/2016","APT 12, BROADLEAF, BROADSTREET","","Limerick","€50,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/03/2016","Apt 2  Block G, Newtownmountkennedy Town Centre, Main Street  Newtownmountkennedy","","Wicklow","€197,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/03/2016","APT 3 BLOCK7 COLLEGE FARM ST, NEWBRIDGE, KILDARE","","Kildare","€85,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/03/2016","APT 8, BROADLEAF, BROADSTREET","","Limerick","€50,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/03/2016","APT 9, BROADLEAF, BROADSTREET","","Limerick","€50,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/03/2016","ASHFIELD, THE OLD RD, PORTMARNOCK","Dublin 13","Dublin","€710,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/03/2016","BAHAGHS, CAHERSIVEEN, CO KERRY","","Kerry","€250,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/03/2016","BALLINACARRIG, TARA HILL, GOREY","","Wexford","€280,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/03/2016","BALLINKILLEN, BAGENALSTOWN, CO CARLOW","","Carlow","€162,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/03/2016","BALLYDEVITT, DONEGAL","","Donegal","€50,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/03/2016","BALLYLOUGHRAN, LISSELTON, LISTOWEL","","Kerry","€95,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/03/2016","BLOCK/UNIT 2, MILL STREET, FRESHFORD","","Kilkenny","€75,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/03/2016","CARSTOWN, BALLYMAKENNY, DROGHEDA","","Louth","€255,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/03/2016","CLOGHERBRIEN, TRALEE, CO KERRY","","Kerry","€140,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/03/2016","DEFFIER, DRUMSHANBO, LEITRIM","","Leitrim","€40,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/03/2016","DRIMNEEN, MOYCULLEN, COUNTY GALWAY","","Galway","€80,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/03/2016","EATON HEIGHTS, COBH","","Cork","€17,857.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/03/2016","eaton heights, cobh","","Cork","€12,143.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"02/03/2016","HOUSE B, TONROE, ARDRAHAN","","Mayo","€190,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/03/2016","KILLYGONE, NEWBLISS, MONAGHAN","","Monaghan","€50,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/03/2016","KILVA, MIDLETON, CORK","","Cork","€195,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/03/2016","LEWISTOWN, NAAS, CO KILDARE","","Kildare","€120,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/03/2016","LISHEENCRONY, KILKEE, COUNTY CLARE","","Clare","€60,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/03/2016","LOUGHILL, FOYNES, COUNTY LIMERICK","","Limerick","€80,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/03/2016","MANUSFLYNN, BELCLARE, TUAM","","Galway","€119,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/03/2016","MONEY, LISNALONG, MONAGHAN","","Monaghan","€27,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/03/2016","MOUNT PHILOMENA, 23 WILTON RD, CORK","","Cork","€328,633.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"02/03/2016","MOYNEILL, ROCKCORRY, MONAGHAN","","Monaghan","€63,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/03/2016","MULLEN VIEW HOUSE, BALLANASCADDEN, COOLBOY LETTERKENNY","","Donegal","€90,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/03/2016","No. 6 Ard Esker, Athenry","","Galway","€162,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/03/2016","OLDCASTLE, MEATH","","Meath","€182,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/03/2016","POUND HILL, GRENAGH, CORK","","Cork","€220,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/03/2016","Property at Carraig Ard, Beach Road, Clifden","","Galway","€474,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/03/2016","PUTTINGHAM, MOYVORE, CO WESTMEATH","","Westmeath","€37,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/03/2016","ROERAY, KILKENNY RD, KILDARE","","Kildare","€40,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/03/2016","SHEEPFOLD LODGE, KILMULLEN LANE, NEWTOWN","","Wicklow","€117,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/03/2016","THE HOLLIES, DROMOD VILLAGE, LEITRIM","","Leitrim","€110,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/03/2016","THE STONE HOUSE, GRANGE, INCH ISLAND","","Donegal","€175,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/03/2016","UPPER FLOORS, 22-23 QUINSBORO ROAD, BRAY","","Wicklow","€240,000.00","No","Yes","New Dwelling house /Apartment","greater than 125 sq metres"
"03/03/2016","1  THE WAY, AUBERY MANOR, RATHCOOLE","","Dublin","€237,885.46","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"03/03/2016","1 CENTURY COURT, GEORGES ST, DUN LAOGHAIRE","","Dublin","€215,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/03/2016","1 CROI OIGE, ATHLONE, WESTMEATH","","Westmeath","€87,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/03/2016","1 Glebe Hill, Brackenstown, Swords","","Dublin","€550,000.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"03/03/2016","1 LEGION TERRACE, LONGFORD TOWN, CO LONGFORD","","Longford","€57,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/03/2016","1 Millbourne Close, Ashbourne","","Meath","€268,722.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"03/03/2016","1 SYDENHAM ROAD, BALLSBRIDGE, DUBLIN 4","","Dublin","€22,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/03/2016","1 THE COMERAGHS, WATERFORD RD, CLONMEL","","Tipperary","€130,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/03/2016","1 USHAGH COURT, LYNN RD, MULLINGAR","","Westmeath","€77,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/03/2016","10 AN CLARIN, PROSPECT, ATHENRY","","Galway","€106,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/03/2016","10 Maple Road, Rivercourt","","Carlow","€15,000.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"03/03/2016","10 St. Cronan's Lawn, Swords","","Dublin","€218,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/03/2016","101 THE FORUM, BALLYMOSS RD, SANDYFORD DUBLIN 18","Dublin 18","Dublin","€290,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/03/2016","10A GLYNSK COTTAGES, GLYNSK, CONNEMARA","","Galway","€162,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/03/2016","11 HOLLYBROOK, BRIGHTON RD, FOXROCK DUBLIN 18","Dublin 18","Dublin","€655,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/03/2016","11 NEW CARAGH COURT, NAAS, KILDARE","","Kildare","€247,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/03/2016","11 The Avenue, Harbour Heights, Passage West","","Cork","€158,590.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"03/03/2016","11 Weston Meadow, Lucan","","Dublin","€447,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/03/2016","117 WELWYN RD MARYBOROUGH WOODS, DOUGLAS, CORK","","Cork","€246,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/03/2016","12 ABBEY CLOSE, TULLOW, CARLOW","","Carlow","€135,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/03/2016","12 Bremore Pastures Crescent, Balbriggan","","Dublin","€174,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/03/2016","13 BAYVIEW, PORTARLINGTON RD, MOUNTMELLICK","","Laois","€87,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/03/2016","137 NORTHUMBERLANDS, LOVE LANE, MOUNT ST DUBLIN 2","Dublin 2","Dublin","€321,975.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/03/2016","14 Ballinteer Park, Ballinteer","Dublin 16","Dublin","€430,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/03/2016","14 Bradogue Court, Annamoe Road, Cabra","Dublin 7","Dublin","€180,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/03/2016","14 Hillcrest walk, Lucan","","Dublin","€275,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/03/2016","15 CONVENT RD, WICKLOW, WICKLOW","","Wicklow","€75,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/03/2016","15 CUL CAISLEAN, TAGHMON, WEXFORD","","Wexford","€78,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/03/2016","154 ORLYNN PARK, LUSK, DUBLIN","","Dublin","€220,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/03/2016","16 Bremore Pastures Avenue, Balbriggan","","Dublin","€140,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/03/2016","16 Bremore Pastures Crescent, Balbriggan","","Dublin","€142,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/03/2016","16 LAUREL DR, ESKER HILLS, PORTLAOISE","","Laois","€82,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/03/2016","16 THE LAURELS, BUTTERFIELD AVE, RATHFARNHAM DUBLIN 14","Dublin 14","Dublin","€250,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/03/2016","17 Ard na Locha, Moate","","Westmeath","€135,000.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"03/03/2016","17 Bremore Avenue, Balbriggan","","Dublin","€140,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/03/2016","17 Glendine Drive, Seapark, Abbeyside  Dungarvan","","Waterford","€135,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/03/2016","18 Fern Grove, Forest Hill, Carrigaline","","Cork","€255,506.61","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"03/03/2016","18 Palmerstown square, Palmerstown, Dublin 20","Dublin 20","Dublin","€173,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/03/2016","18 THE DRIVE, CHAPELSTOWN, TULLOW ROAD","","Carlow","€65,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/03/2016","183 Collinswood, Whitehall","Dublin 9","Dublin","€370,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/03/2016","19 Maple Road, Rivercourt","","Carlow","€15,000.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"03/03/2016","19 THE PADDOCKS, BROWNESHILL RD, CARLOW","","Carlow","€115,000.00","No","No","Second-Hand Dwelling house /Apartment",""
